community_id,name,address,year_built,developer,property_mgmt,property_fee,floor_area_ratio,green_ratio,parking_ratio,total_units,building_types,unit_sizes,avg_price,listing_count,features,coordinate_lng,coordinate_lat,data_source,data_updated,region_id
chengdu_cdjianyang_1445251,ACG时空动漫城,工简阳 - 城东新区 - 海井路99号 近地铁 近学校 第二绕城高速以外次新小区,2022,,,,,,,,,,5120.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989377,万安三峰悠山郡,工简阳 - 城东新区 - 雄州大道南段486号 近地铁 近学校 第二绕城高速以外,2014,,,,,,,,,,7375.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_999230,万峰城A区依云谷,工简阳 - 城东新区 - 雄州大道939号 近地铁 近学校 第二绕城高速以外绿化好,2017,,,,,,,,,,8334.0,29,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996131,万峰城B区MINI公馆,工简阳 - 城东新区 - 雄州大道北段50号 近地铁 近学校 第二绕城高速以外小户型居多,2016,,,,,,,,,,7760.0,12,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161227,万峰城D区峰景里,"工简阳 - 城东新区 - 东滨路北段138号,蜀阳路333号 近地铁 近学校 第二绕城高速以外",2019,,,,,,,,,,8670.0,45,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989190,三号花园,工简阳 - 城东新区 - 凌云路87号 近地铁 近学校 第二绕城高速以外小户型居多,2008,,,,,,,,,,6117.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1616307,三岔TOD-蔚澜之城,工简阳 - 三岔湖 - 空港新城汇流南路（地铁18号线三岔站B口旁） 近地铁 近学校 车位充足双阳台主卧套房装修交付卧室全朝南大户型厨卫全明,2023,,,,,,,,,,11128.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1576802,三岔TOD蔚澜之城,工简阳 - 三岔湖 - 三岔街道板桥村7组 近地铁 近学校 一房一价多轨交轨交房车位充足全景飘窗大阳台双卫生间双阳台主卧套房装修交付复式三房朝南卧室全朝南学校购物中心大户型低单价厨卫全明南北通透,2023,,,,,,,,,,8000.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989194,世外桃苑,工简阳 - 城东新区 - 龙颈路116号 近地铁 近学校 第二绕城高速以外小户型居多,2009,,,,,,,,,,5802.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1184258,世茂云湖,工东部新区 - 东部新城办 - 董家埂乡龙口村 近地铁 近学校 第二绕城高速以外大户型居多户型丰富别墅绿化好,2016,,,,,,,,,,8612.0,17,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1254628,东城1号,工简阳 - 城东新区 - 雄州大道北段282号 近地铁 近学校 第二绕城高速以外,2018,,,,,,,,,,8153.0,28,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996129,东城华府A区,工简阳 - 城东新区 - 雄州大道南段639号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,8208.0,12,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996130,东城华府B区,工简阳 - 城东新区 - 民生路288号 近地铁 近学校 第二绕城高速以外,2017,,,,,,,,,,8078.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161814,东城华府C区滨河湾,"工简阳 - 城东新区 - 东滨路中段1190号,蜀阳路229号 近地铁 近学校 第二绕城高速以外",2014,,,,,,,,,,8889.0,20,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989209,东城国际加州花园,工简阳 - 城东新区 - 东溪大道65号 近地铁 近学校 第二绕城高速以外,2005,,,,,,,,,,6079.0,15,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161818,东城国际滨江新城,工简阳 - 城东新区 - 东溪大道132号 近地铁 近学校 第二绕城高速以外,2015,,,,,,,,,,7296.0,13,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161833,东方威尼斯A区(简阳),工简阳 - 老城区 - 滨江路南段3号 近地铁 近学校 第二绕城高速以外,2013,,,,,,,,,,5673.0,21,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1522808,东方威尼斯B区(简阳),工简阳 - 老城区 - 滨江南路5号 近地铁 近学校 第二绕城高速以外大户型居多,2014,,,,,,,,,,6867.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996374,东江锦绣,工简阳 - 城东新区 - 东溪大道666号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,6358.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989210,东湖胜景(1期),工简阳 - 城东新区 - 雄州大道南段349号 近地铁 近学校 第二绕城高速以外,2009,,,,,,,,,,6289.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989211,东湖胜景(2期),"工简阳 - 城东新区 - 雄州大道南段349号,泛月路17号 近地铁 近学校 第二绕城高速以外",2013,,,,,,,,,,6829.0,15,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1385177,东溪北路55号院,工简阳 - 老城区 - 东溪北路55号 近地铁 近学校 第二绕城高速以外,2001,,,,,,,,,,4500.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1302471,东门丽景,工简阳 - 老城区 - 五友路一段133号 近地铁 近学校 第二绕城高速以外,1999,,,,,,,,,,3700.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161831,丰荷苑,"工简阳 - 老城区 - 川工街28号,凤山路186号 近地铁 近学校 第二绕城高速以外",2000,,,,,,,,,,5693.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1446497,丹景揽胜小镇,工东部新区 - 东部新城办 - 团堡村4组188号 近地铁 近学校 第二绕城高速以外别墅绿化好,2020,,,,,,,,,,8100.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989181,丽都苑(简阳),工简阳 - 城东新区 - 雄州大道南段252号 近地铁 近学校 第二绕城高速以外,2008,,,,,,,,,,4950.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1880875,云上花居,,,,,,,,,,,,5050.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1547391,云上花居(新房),工简阳 - 老城区 - 沱工街59号 近地铁 近学校 一房一价车位充足高绿化率全景飘窗双阳台大户型厨卫全明,2022,,,,,,,,,,,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1616226,云上花居(新房),工简阳 - 城东新区 - 简阳市沱工街59号 近地铁 近学校 双阳台主卧套房大户型低总价低单价厨卫全明南北通透人气榜,2024,,,,,,,,,,8700.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1232735,五友路2段31号,工简阳 - 老城区 - 五友路2段31号 近地铁 近学校 第二绕城高速以外,2005,,,,,,,,,,4400.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1285909,五友路一段131号院,工简阳 - 老城区 - 五友路一段131号 近地铁 近学校 第二绕城高速以外,2003,,,,,,,,,,5300.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1372523,五友路三段67号小区,工简阳 - 老城区 - 五友路三段67号 近地铁 近学校 第二绕城高速以外,2000,,,,,,,,,,3250.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1242654,京汉新城悦隽江山,工简阳 - 城东新区 - 东壮路733号 近地铁 近学校 第二绕城高速以外,2020,,,,,,,,,,7346.0,14,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1242655,京汉新城悦隽风华,工简阳 - 城东新区 - 射洪路北段399号 近地铁 近学校 第二绕城高速以外次新小区,2020,,,,,,,,,,7732.0,15,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989413,京龙江水湾,工简阳 - 城东新区 - 东滨路南段176号 近地铁 近学校 第二绕城高速以外,2011,,,,,,,,,,6225.0,16,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1232783,京龙江水湾星座,工简阳 - 城东新区 - 东滨路南段46号 近地铁 近学校 第二绕城高速以外小户型居多,2001,,,,,,,,,,5526.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989414,京龙阳峰嘉苑,"工简阳 - 老城区 - 建设中路835号,建设中路669号 近地铁 近学校 第二绕城高速以外",1999,,,,,,,,,,5601.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1524473,亿联国际商贸城(商住楼),工简阳 - 城东新区 - 回龙大道1069号 近地铁 近学校 第二绕城高速以外大户型居多,2000,,,,,,,,,,3250.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989189,仁和苑(简阳市),工简阳 - 老城区 - 白塔路298号 近地铁 近学校 第二绕城高速以外,1997,,,,,,,,,,4534.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1232770,仁和西城小区,工简阳 - 老城区 - 电材巷146号 近地铁 近学校 第二绕城高速以外,1980,,,,,,,,,,3650.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1371640,优佳国际,工简阳 - 老城区 - 川工街33号 近地铁 近学校 第一绕城第二绕城高速之间次新小区,2022,,,,,,,,,,6034.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996276,佰盛杰座,工简阳 - 城东新区 - 金融街25号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,6600.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1254028,佰盛隆湖盛璟,"工东部新区 - 东部新城办 - 08780县道,龙马大道1号 近地铁 近学校 第二绕城高速以外小户型居多",2018,,,,,,,,,,4750.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1053201,佰盛香悦里,工简阳 - 城东新区 - 泰安路39号 近地铁 近学校 第二绕城高速以外小户型居多,2013,,,,,,,,,,7210.0,9,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1440198,光明巷居民楼,工简阳 - 老城区 - 北街26号 近地铁 近学校 第二绕城高速以外,1999,,,,,,,,,,3950.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989213,公园印象,"工简阳 - 老城区 - 安象街75号,安象街29号 近地铁 近学校 第二绕城高速以外",2006,,,,,,,,,,4600.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989184,六号花园,工简阳 - 城东新区 - 东升街68号 近地铁 近学校 第二绕城高速以外小户型居多,2013,,,,,,,,,,5729.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1545732,兰庭欧居(新房),工简阳 - 三岔湖 - 牌坊路96号 近地铁 近学校 一房一价车位充足高绿化率全景飘窗双卫生间双阳台主卧套房大户型厨卫全明南北通透,2023,,,,,,,,,,5500.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1432617,兰苑(简阳),工简阳 - 老城区 - 红建路北段 近地铁 近学校 第二绕城高速以外大户型居多,2000,,,,,,,,,,4050.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1830554,兴唐府,工简阳 - 城东新区 - 观音井路233号 近地铁 近学校 第二绕城高速以外次新小区,2022,,,,,,,,,,8478.0,33,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1372517,军干苑,工简阳 - 城东新区 - 龙颈路336号 近地铁 近学校 第二绕城高速以外,2015,,,,,,,,,,5050.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1355907,凌江峰阁,工简阳 - 老城区 - 农兴街45号 近地铁 近学校 第二绕城高速以外,2005,,,,,,,,,,4300.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989183,凌江帝景,工简阳 - 老城区 - 红建路北段7号 近地铁 近学校 第二绕城高速以外大户型居多,2008,,,,,,,,,,4321.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1355908,凌江虹缘城市广场,工简阳 - 老城区 - 五友路一段5号 近地铁 近学校 第二绕城高速以外小户型居多,2008,,,,,,,,,,4250.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989416,凯丽滨江,"工简阳 - 城东新区 - 安象街97号,银河路261号 近地铁 近学校 第二绕城高速以外小户型居多",2008,,,,,,,,,,4941.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1060151,凯力威锦绣阳光,工简阳 - 老城区 - 工业大道北段288号 近地铁 近学校 第二绕城高速以外小户型居多,2010,,,,,,,,,,3950.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1583883,医院路28号小区,,,,,,,,,,,,4150.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989193,十号花园,工简阳 - 城东新区 - 金融街248号 近地铁 近学校 第二绕城高速以外,2008,,,,,,,,,,5532.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1598322,升阳村三组自建房,,,,,,,,,,,,2150.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1044483,华盛国际,工简阳 - 城东新区 - 水金路36号 近地铁 近学校 第二绕城高速以外,2015,,,,,,,,,,8738.0,33,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989168,印鳌嘉苑,工简阳 - 城东新区 - 人民路369号 近地铁 近学校 第二绕城高速以外,2009,,,,,,,,,,4600.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1440993,和睦人家小区,工东部新区 - 东部新城办 - 前进路165号 近地铁 近学校 第二绕城高速以外,2002,,,,,,,,,,4300.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1048628,和谐家园(公园后街),"工简阳 - 城东新区 - 公园后街68号,简城镇安象街158号 近地铁 近学校 第二绕城高速以外",2020,,,,,,,,,,4600.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1955796,喜悦璟上,,,,,,,,,,,,7876.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989380,喜悦美湖,工简阳 - 城东新区 - 东滨路中段466号 近地铁 近学校 第二绕城高速以外绿化好,2019,,,,,,,,,,8553.0,17,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1292990,喜悦美麓,工简阳 - 城东新区 - 下花园路789号 近地铁 近学校 第二绕城高速以外,2014,,,,,,,,,,9306.0,31,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1398346,四知路35号院,工简阳 - 老城区 - 四知路35号 近地铁 近学校 第二绕城高速以外,2000,,,,,,,,,,4050.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989169,园中苑A区,工简阳 - 城东新区 - 人民路429号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,8231.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989170,园中苑B区,工简阳 - 城东新区 - 人民路427号 近地铁 近学校 第二绕城高速以外小户型居多,2008,,,,,,,,,,6134.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1811946,国税小区(简阳),,,,,,,,,,,,6052.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1402316,墨香苑,工简阳 - 老城区 - 红建路北段303号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,3950.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161824,夜月春晓,工简阳 - 老城区 - 夜月洞街197号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,4414.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1520718,大华国际,工简阳 - 城东新区 - 回龙大道6-8号 近地铁 近学校 第二绕城高速以外小户型居多,2002,,,,,,,,,,3955.0,14,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989206,大地国际花园,工简阳 - 城东新区 - 下花园路216号 近地铁 近学校 第二绕城高速以外绿化好,2013,,,,,,,,,,7527.0,8,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_996134,天仪花园,工简阳 - 城东新区 - 鳌山路216号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,6200.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1295021,天府万汇中心,工简阳 - 老城区 - 航城大道488号 近地铁 近学校 第二绕城高速以外小户型居多次新小区绿化好,2021,,,,,,,,,,6900.0,21,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1385180,天府万汇中心(商住楼),工简阳 - 老城区 - 简三路 近地铁 近学校 第二绕城高速以外次新小区,2021,,,,,,,,,,4250.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1581208,天府万汇中心(新房),工简阳 - 老城区 - 简阳南站与迎宾大道交汇处（简城街道高屋村2组、大井村8组、金光村1、2组） 近地铁 近学校 一房一价全景飘窗双卫生间双阳台主卧套房卧室全朝南小户型厨卫全明南北通透,2023,,,,,,,,,,,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1275124,天府国际花园,工简阳 - 城东新区 - 雄州大道北段208号 近地铁 近学校 第二绕城高速以外大户型居多次新小区,2022,,,,,,,,,,7213.0,8,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1501304,天府国际花园(新房),工简阳 - 城东新区 - 雄州大道北段208号 近地铁 近学校 车位充足全景飘窗双卫生间主卧套房大户型厨卫全明南北通透,2021,,,,,,,,,,9395.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1616389,天府国际花园(新房),工简阳 - 城东新区 - 雄州大道北段208号 近地铁 近学校 车位充足主卧套房大户型低单价厨卫全明,2022,,,,,,,,,,6800.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1586294,天慧凯颂广场,工简阳 - 城东新区 - 外四路269号 近地铁 近学校 第二绕城高速以外次新小区,2021,,,,,,,,,,5682.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1688027,天慧凯颂广场(商住楼),工简阳 - 城东新区 - 外四路269号 近地铁 近学校 第二绕城高速以外小户型居多次新小区,2021,,,,,,,,,,4356.0,3,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989197,天慧国际外滩,工简阳 - 城东新区 - 印鳌路15号 近地铁 近学校 第二绕城高速以外,2008,,,,,,,,,,7501.0,6,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1254637,天慧城,工简阳 - 城东新区 - 回龙大道766号 近地铁 近学校 第二绕城高速以外,2018,,,,,,,,,,6510.0,28,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1899297,天慧美域天城,,,,,,,,,,,,4296.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1989752,天成国际简州里,,,,,,,,,,,,6800.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161834,天成国际花半里,工简阳 - 老城区 - 白塔路443号 近地铁 近学校 第二绕城高速以外小户型居多,2012,,,,,,,,,,5810.0,7,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989196,天成国际馨河湾G区,"工简阳 - 老城区 - 红建路南段169号,红建路南段153号 近地铁 近学校 第二绕城高速以外",1992,,,,,,,,,,6535.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1265482,天成国际馨河湾H区,"工简阳 - 老城区 - 红建路南段39号,滨江路 近地铁 近学校 第二绕城高速以外",1992,,,,,,,,,,6167.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1274907,天湖国际,工东部新区 - 东部新城办 - 国兴街1号 近地铁 近学校 第二绕城高速以外,2002,,,,,,,,,,5900.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1161817,学府阳光(简阳),工简阳 - 城东新区 - 尽春意大道30号 近地铁 近学校 第二绕城高速以外小户型居多,2010,,,,,,,,,,6011.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1516391,安东巷24号院,工简阳 - 城东新区 - 安东巷24号 近地铁 近学校 第二绕城高速以外,2010,,,,,,,,,,5300.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1807997,安象街135号院,,,,,,,,,,,,3482.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1425150,安象街144号院,工简阳 - 城东新区 - 安象街144号 近地铁 近学校 第二绕城高速以外,2005,,,,,,,,,,6600.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1988398,安象街209号小区,,,,,,,,,,,,6700.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1523108,宏通运业家属院,工简阳 - 城东新区 - 安象街254号 近地铁 近学校 第二绕城高速以外,2001,,,,,,,,,,7000.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989406,宏馨尚苑,"工简阳 - 老城区 - 建设路,近新民街 近地铁 近学校 第二绕城高速以外",2012,,,,,,,,,,4725.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1404984,富丽滨河,工东部新区 - 东部新城办 - 滨河路 近地铁 近学校 第二绕城高速以外,2016,,,,,,,,,,6400.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989191,山水年华A区,工简阳 - 城东新区 - 园艺路 近地铁 近学校 第二绕城高速以外绿化好,2008,,,,,,,,,,6200.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1486380,山漫缔景,"工简阳 - 老城区 - 川工街74号,荷景街30号 近地铁 近学校 第二绕城高速以外小户型居多次新小区",2023,,,,,,,,,,2935.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1545787,山漫缔景雅筑,工简阳 - 老城区 - 川工街74号 近地铁 近学校 一房一价全景飘窗双卫生间双阳台主卧套房大户型厨卫全明南北通透,2023,,,,,,,,,,8915.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1232701,崧岭云居,"工简阳 - 城东新区 - 龙颈路,近射洪路南段 近地铁 近学校 第二绕城高速以外小户型居多",2016,,,,,,,,,,6800.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1042321,川空家园,"工简阳 - 老城区 - 建设中路412号,建设中路239号,川中路141号 近地铁 近学校 第二绕城高速以外",2001,,,,,,,,,,4850.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989201,巴黎春天,"工简阳 - 城东新区 - 雄州大道南段501号,雄州大道南段471号 近地铁 近学校 第二绕城高速以外",2011,,,,,,,,,,6088.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1029674,巴黎阳光(简阳),工简阳 - 城东新区 - 东溪大道329号 近地铁 近学校 第二绕城高速以外绿化好,2015,,,,,,,,,,6689.0,16,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1283713,帝王国际花园,工东部新区 - 东部新城办 - 顺成路 近地铁 近学校 第二绕城高速以外次新小区,2021,,,,,,,,,,4700.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1444758,康居新城B区,工东部新区 - 东部新城办 - 中心东路 近地铁 近学校 第二绕城高速以外,2011,,,,,,,,,,4750.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1440996,建设中路373号院,工简阳 - 老城区 - 建设中路373号 近地铁 近学校 第二绕城高速以外,2009,,,,,,,,,,5050.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1990859,建设中路392号小区,,,,,,,,,,,,3000.0,2,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1992410,建设西路542号小区,,,,,,,,,,,,4000.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1598320,建设西路750-768号小区,,,,,,,,,,,,4150.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989207,德盛香江逸景,工简阳 - 城东新区 - 学园路40号 近地铁 近学校 第二绕城高速以外,2011,,,,,,,,,,4691.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1430178,怡心佳苑,工简阳 - 简阳周边 - 胡家街 近地铁 近学校 第二绕城高速以外,2002,,,,,,,,,,5400.0,0,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1042319,成勘小区,工简阳 - 老城区 - 建设中路67号 近地铁 近学校 第二绕城高速以外小户型居多,1998,,,,,,,,,,4300.0,1,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1924380,招商依山樾,,,,,,,,,,,,9500.0,5,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_1916940,招商粼江樾,,,,,,,,,,,,8912.0,4,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
chengdu_cdjianyang_989378,文教卫生花园,工简阳 - 城东新区 - 东滨路中段680号 近地铁 近学校 第二绕城高速以外,1999,,,,,,,,,,6674.0,11,,,,anjuke,2026-07-06 09:44:17,chengdu_cdjianyang
